image_id,label
7411,5
7412,5
7413,5
7414,5
7415,4
7416,6
7417,2
7418,2
7419,2
7420,3
7421,4
7422,5
7423,2
7424,4
7425,2
7426,6
7427,4
7428,5
7429,2
7430,2
7431,2
7432,5
7433,5
7434,2
7435,2
7436,2
7437,3
7438,6
7439,3
7440,2
7441,6
7442,4
7443,6
7444,6
7445,4
7446,2
7447,4
7448,2
7449,2
7450,2
7451,2
7452,4
7453,2
7454,4
7455,2
7456,6
7457,2
7458,4
7459,6
7460,2
7461,2
7462,6
7463,2
7464,2
7465,5
7466,2
7467,4
7468,6
7469,2
7470,6
7471,5
7472,5
7473,6
7474,3
7475,2
7476,4
7477,4
7478,2
7479,5
7480,4
7481,2
7482,5
7483,1
7484,4
7485,5
7486,5
7487,6
7488,6
7489,2
7490,2
7491,2
7492,3
7493,3
7494,2
7495,2
7496,2
7497,6
7498,4
7499,2
7500,2
7501,3
7502,6
7503,6
7504,3
7505,4
7506,4
7507,5
7508,6
7509,6
7510,2
7511,2
7512,5
7513,2
7514,3
7515,2
7516,6
7517,4
7518,2
7519,2
7520,6
7521,6
7522,3
7523,3
7524,5
7525,6
7526,2
7527,6
7528,4
7529,2
7530,2
7531,2
7532,4
7533,4
7534,2
7535,5
7536,5
7537,4
7538,2
7539,4
7540,4
7541,5
7542,2
7543,3
7544,4
7545,2
7546,5
7547,6
7548,3
7549,4
7550,6
7551,6
7552,2
7553,5
7554,4
7555,6
7556,2
7557,2
7558,3
7559,3
7560,2
7561,2
7562,5
7563,2
7564,2
7565,6
7566,6
7567,3
7568,2
7569,6
7570,2
7571,4
7572,2
7573,5
7574,2
7575,4
7576,6
7577,2
7578,2
7579,3
7580,5
7581,5
7582,4
7583,4
7584,2
7585,4
7586,6
7587,2
7588,2
7589,6
7590,2
7591,6
7592,2
7593,2
7594,3
7595,2
7596,3
7597,4
7598,2
7599,5
7600,4
7601,2
7602,6
7603,2
7604,2
7605,4
7606,5
7607,2
7608,6
7609,3
7610,2
7611,2
7612,4
7613,2
7614,5
7615,5
7616,1
7617,4
7618,4
7619,4
7620,5
7621,6
7622,5
7623,2
7624,5
7625,2
7626,4
7627,2
7628,6
7629,6
7630,2
7631,2
7632,4
7633,4
7634,1
7635,2
7636,4
7637,5
7638,2
7639,6
7640,5
7641,5
7642,1
7643,2
7644,5
7645,6
7646,6
7647,2
7648,4
7649,6
7650,6
7651,3
7652,2
7653,3
7654,6
7655,4
7656,5
7657,4
7658,6
7659,4
7660,6
7661,2
7662,1
7663,6
7664,5
7665,1
7666,5
7667,4
7668,2
7669,6
7670,2
7671,5
7672,4
7673,3
7674,2
7675,5
7676,4
7677,4
7678,4
7679,4
7680,2
7681,2
7682,2
7683,2
7684,2
7685,2
7686,2
7687,5
7688,2
7689,5
7690,2
7691,4
7692,2
7693,2
7694,5
7695,4
7696,2
7697,2
7698,5
7699,2
7700,4
7701,2
7702,4
7703,2
7704,4
7705,4
7706,2
7707,2
7708,5
7709,6
7710,6
7711,5
7712,2
7713,5
7714,2
7715,2
7716,2
7717,4
7718,2
7719,4
7720,4
7721,4
7722,4
7723,2
7724,2
7725,4
7726,5
7727,4
7728,2
7729,6
7730,2
7731,4
7732,3
7733,2
7734,1
7735,6
7736,2
7737,6
7738,6
7739,5
7740,5
7741,6
7742,2
7743,4
7744,2
7745,6
7746,6
7747,5
7748,3
7749,5
7750,3
7751,4
7752,2
7753,2
7754,2
7755,2
7756,2
7757,2
7758,1
7759,2
7760,2
7761,4
7762,2
7763,6
7764,6
7765,6
7766,2
7767,4
7768,4
7769,2
7770,2
7771,2
7772,4
7773,5
7774,2
7775,2
7776,4
7777,5
7778,4
7779,2
7780,3
7781,3
7782,6
7783,2
7784,3
7785,4
7786,3
7787,2
7788,6
7789,6
7790,2
7791,2
7792,4
7793,6
7794,4
7795,4
7796,6
7797,4
7798,5
7799,4
7800,6
7801,3
7802,4
7803,6
7804,4
7805,2
7806,5
7807,2
7808,2
7809,2
7810,3
7811,6
7812,2
7813,6
7814,2
7815,6
7816,1
7817,4
7818,4
7819,2
7820,6
7821,2
7822,6
7823,4
7824,2
7825,2
7826,6
7827,2
7828,2
7829,2
7830,2
7831,2
7832,2
7833,2
7834,2
7835,6
7836,4
7837,2
7838,2
7839,2
7840,4
7841,2
7842,2
7843,1
7844,4
7845,2
7846,2
7847,2
7848,4
7849,4
7850,2
7851,5
7852,5
7853,2
7854,2
7855,4
7856,6
7857,4
7858,6
7859,2
7860,4
7861,3
7862,4
7863,2
7864,3
7865,3
7866,2
7867,6
7868,4
7869,2
7870,4
7871,5
7872,1
7873,2
7874,4
7875,4
7876,3
7877,2
7878,3
7879,2
7880,2
7881,6
7882,4
7883,4
7884,2
7885,6
7886,4
7887,2
7888,2
7889,4
7890,2
7891,4
7892,3
7893,4
7894,2
7895,5
7896,2
7897,2
7898,4
7899,2
7900,3
7901,4
7902,2
7903,4
7904,3
7905,2
7906,5
7907,5
7908,5
7909,4
7910,4
7911,2
7912,4
7913,4
7914,4
7915,4
7916,4
7917,2
7918,2
7919,3
7920,2
7921,2
7922,4
7923,6
7924,2
7925,2
7926,2
7927,6
7928,5
7929,4
7930,5
7931,3
7932,6
7933,5
7934,4
7935,6
7936,3
7937,4
7938,2
7939,1
7940,3
7941,6
7942,6
7943,2
7944,4
7945,5
7946,6
7947,6
7948,6
7949,4
7950,5
7951,6
7952,4
7953,5
7954,2
7955,6
7956,4
7957,4
7958,6
7959,2
7960,5
7961,2
7962,4
7963,6
7964,4
7965,5
7966,6
7967,2
7968,2
7969,2
7970,3
7971,3
7972,4
7973,2
7974,6
7975,2
7976,2
7977,2
7978,2
7979,6
7980,6
7981,2
7982,4
7983,2
7984,6
7985,5
7986,2
7987,6
7988,5
7989,2
7990,2
7991,6
7992,2
7993,6
7994,2
7995,2
7996,2
7997,2
7998,4
7999,2
8000,4
8001,6
8002,2
8003,3
8004,4
8005,4
8006,5
8007,2
8008,2
8009,2
8010,2
8011,2
8012,4
8013,4
8014,5
8015,2
8016,6
8017,2
8018,2
8019,1
8020,3
8021,5
8022,4
8023,4
8024,6
8025,4
8026,2
8027,5
8028,2
8029,5
8030,2
8031,1
8032,2
8033,2
8034,6
8035,5
8036,4
8037,2
8038,4
8039,2
8040,2
8041,5
8042,4
8043,3
8044,1
8045,3
8046,6
8047,2
8048,4
8049,5
8050,4
8051,4
8052,2
8053,2
8054,2
8055,2
8056,2
8057,4
8058,2
8059,1
8060,2
8061,4
8062,2
8063,2
8064,2
8065,3
8066,4
8067,2
8068,2
8069,4
8070,5
8071,2
8072,3
8073,2
8074,2
8075,6
8076,2
8077,2
8078,2
8079,2
8080,5
8081,5
8082,2
8083,5
8084,4
8085,2
8086,4
8087,6
8088,4
8089,5
8090,4
8091,2
8092,5
8093,2
8094,5
8095,2
8096,2
8097,4
8098,5
8099,3
8100,4
8101,6
8102,4
8103,2
8104,4
8105,4
8106,4
8107,6
8108,1
8109,6
8110,2
8111,5
8112,5
8113,4
8114,4
8115,6
8116,2
8117,2
8118,2
8119,3
8120,4
8121,4
8122,3
8123,6
8124,4
8125,2
8126,4
8127,2
8128,3
8129,2
8130,2
8131,5
8132,2
8133,4
8134,4
8135,2
8136,5
8137,2
8138,6
8139,5
8140,4
8141,2
8142,2
8143,2
8144,4
8145,2
8146,2
8147,4
8148,4
8149,5
8150,2
8151,2
8152,2
8153,2
8154,2
8155,4
8156,6
8157,2
8158,4
8159,4
8160,4
8161,2
8162,2
8163,2
8164,6
8165,4
8166,5
8167,3
8168,4
8169,5
8170,4
8171,5
8172,3
8173,5
8174,5
8175,4
8176,6
8177,3
8178,4
8179,2
8180,4
8181,4
8182,5
8183,4
8184,2
8185,6
8186,2
8187,5
8188,2
8189,4
8190,4
8191,2
8192,2
8193,6
8194,4
8195,5
8196,4
8197,4
8198,5
8199,2
8200,2
8201,2
8202,2
8203,2
8204,2
8205,2
8206,5
8207,5
8208,5
8209,4
8210,4
8211,4
8212,2
8213,2
8214,2
8215,2
8216,4
8217,4
8218,4
8219,2
8220,3
8221,2
8222,2
8223,2
8224,2
8225,2
8226,2
8227,4
8228,2
8229,4
8230,5
8231,2
8232,2
8233,1
8234,2
8235,5
8236,2
8237,5
8238,4
8239,5
8240,2
8241,2
8242,6
8243,6
8244,2
8245,3
8246,2
8247,4
8248,4
8249,4
8250,2
8251,2
8252,2
8253,2
8254,5
8255,2
8256,2
8257,6
8258,4
8259,2
8260,5
8261,2
8262,2
8263,6
8264,2
8265,2
8266,6
8267,4
8268,6
8269,4
8270,2
8271,2
8272,4
8273,6
8274,4
8275,5
8276,5
8277,2
8278,6
8279,4
8280,2
8281,5
8282,5
8283,4
8284,2
8285,3
8286,5
8287,2
8288,5
8289,2
8290,2
8291,4
8292,5
8293,5
8294,6
8295,2
8296,5
8297,2
8298,4
8299,2
8300,2
8301,2
8302,2
8303,4
8304,2
8305,4
8306,6
8307,2
8308,4
8309,5
8310,2
8311,2
8312,2
8313,4
8314,2
8315,5
8316,2
8317,2
8318,3
8319,4
8320,2
8321,5
8322,2
8323,5
8324,6
8325,6
8326,2
8327,5
8328,2
8329,6
8330,5
8331,2
8332,3
8333,4
8334,6
8335,3
8336,3
8337,5
8338,6
8339,2
8340,6
8341,5
8342,6
8343,2
8344,5
8345,4
8346,2
8347,5
8348,6
8349,4
8350,3
8351,6
8352,2
8353,2
8354,5
8355,4
8356,1
8357,2
8358,2
8359,5
8360,3
8361,3
8362,4
8363,5
8364,4
8365,4
8366,2
8367,3
8368,2
8369,5
8370,6
8371,5
8372,6
8373,5
8374,2
8375,2
8376,4
8377,2
8378,4
8379,2
8380,2
8381,2
8382,3
8383,4
8384,4
8385,4
8386,2
8387,2
8388,5
8389,2
8390,2
8391,5
8392,4
8393,2
8394,4
8395,2
8396,2
8397,2
8398,2
8399,4
8400,2
8401,2
8402,2
8403,2
8404,2
8405,5
8406,2
8407,5
8408,3
8409,6
8410,5
8411,4
8412,2
8413,2
8414,2
8415,2
8416,2
8417,5
8418,2
8419,6
8420,2
8421,2
8422,2
8423,2
8424,5
8425,2
8426,2
8427,2
8428,5
8429,2
8430,2
8431,6
8432,6
8433,2
8434,2
8435,2
8436,4
8437,1
8438,2
8439,5
8440,1
8441,2
8442,4
8443,2
8444,4
8445,6
8446,5
8447,2
8448,2
8449,2
8450,5
8451,4
8452,3
8453,2
8454,4
8455,2
8456,5
8457,4
8458,1
8459,2
8460,2
8461,2
8462,2
8463,2
8464,2
8465,5
8466,2
8467,2
8468,2
8469,6
8470,2
8471,4
8472,2
8473,2
8474,2
8475,2
8476,2
8477,4
8478,2
8479,4
8480,2
8481,5
8482,2
8483,2
8484,2
8485,5
8486,2
8487,2
8488,2
8489,4
8490,2
8491,2
8492,3
8493,2
8494,2
8495,2
8496,2
8497,5
8498,2
8499,5
8500,2
8501,4
8502,6
8503,4
8504,4
8505,4
8506,2
8507,2
8508,4
8509,2
8510,5
8511,6
8512,5
8513,5
8514,4
8515,2
8516,2
8517,2
8518,6
8519,2
8520,5
8521,6
8522,5
8523,2
8524,4
8525,2
8526,2
8527,5
8528,6
8529,4
8530,4
8531,2
8532,3
8533,1
8534,2
8535,5
8536,2
8537,4
8538,2
8539,2
8540,4
8541,2
8542,4
8543,5
8544,2
8545,2
8546,6
8547,2
8548,4
8549,6
8550,6
8551,2
8552,4
8553,2
8554,4
8555,6
8556,2
8557,3
8558,4
8559,4
8560,5
8561,2
8562,4
8563,2
8564,6
8565,4
8566,5
8567,4
8568,5
8569,2
8570,2
8571,4
8572,6
8573,4
8574,2
8575,2
8576,6
8577,2
8578,6
8579,2
8580,2
8581,4
8582,2
8583,2
8584,2
8585,4
8586,4
8587,3
8588,5
8589,2
8590,5
8591,2
8592,2
8593,2
8594,6
8595,2
8596,4
8597,2
8598,2
8599,2
8600,6
8601,2
8602,2
8603,4
8604,2
8605,2
8606,2
8607,5
8608,6
8609,4
8610,2
8611,2
8612,2
8613,2
8614,6
8615,5
8616,4
8617,3
8618,4
8619,2
8620,4
8621,5
8622,3
8623,4
8624,2
8625,2
8626,2
8627,5
8628,4
8629,4
8630,3
8631,2
8632,6
8633,2
8634,3
8635,2
8636,5
8637,2
8638,2
8639,2
8640,3
8641,4
8642,6
8643,2
8644,2
8645,5
8646,5
8647,2
8648,5
8649,3
8650,2
8651,2
8652,2
8653,2
8654,3
8655,2
8656,3
8657,2
8658,2
8659,2
8660,2
8661,2
8662,3
8663,2
8664,4
8665,2
8666,2
8667,3
8668,3
8669,5
8670,4
8671,6
8672,6
8673,5
8674,4
8675,6
8676,4
8677,4
8678,2
8679,5
8680,4
8681,2
8682,4
8683,6
8684,3
8685,4
8686,6
8687,6
8688,5
8689,3
8690,4
8691,5
8692,2
8693,2
8694,2
8695,6
8696,5
8697,6
8698,4
8699,3
8700,2
8701,2
8702,2
8703,6
8704,4
8705,2
8706,5
8707,5
8708,2
8709,2
8710,2
8711,2
8712,2
8713,2
8714,5
8715,5
8716,2
8717,4
8718,2
8719,2
8720,6
8721,2
8722,4
8723,2
8724,2
8725,4
8726,4
8727,2
8728,4
8729,5
8730,1
8731,2
8732,5
8733,5
8734,2
8735,2
8736,2
8737,2
8738,4
8739,5
8740,2
8741,2
8742,4
8743,6
8744,2
8745,4
8746,2
8747,4
8748,4
8749,6
8750,4
8751,6
8752,4
8753,4
8754,5
8755,2
8756,2
8757,2
8758,2
8759,6
8760,5
8761,4
8762,6
8763,4
8764,4
8765,3
8766,4
8767,4
8768,2
8769,6
8770,6
8771,5
8772,2
8773,5
8774,6
8775,4
8776,4
8777,2
8778,5
8779,4
8780,2
8781,4
8782,4
8783,3
8784,3
8785,2
8786,5
8787,5
8788,1
8789,2
8790,2
8791,2
8792,2
8793,6
8794,6
8795,5
8796,3
8797,5
8798,2
8799,2
8800,4
8801,6
8802,4
8803,4
8804,2
8805,6
8806,3
8807,2
8808,6
8809,6
8810,2
8811,4
8812,4
8813,2
8814,3
8815,5
8816,2
8817,4
8818,2
8819,5
8820,1
8821,3
8822,6
8823,4
8824,4
8825,2
8826,4
8827,6
8828,2
8829,2
8830,2
8831,4
8832,4
8833,2
8834,5
8835,5
8836,4
8837,2
8838,2
8839,4
8840,4
8841,5
8842,4
8843,2
8844,2
8845,5
8846,4
8847,6
8848,2
8849,4
8850,4
8851,6
8852,6
8853,6
8854,6
8855,2
8856,5
8857,4
8858,6
8859,4
8860,4
8861,2
8862,3
8863,1
8864,5
8865,2
8866,4
8867,2
8868,3
8869,2
8870,2
8871,4
8872,6
8873,2
8874,2
8875,4
8876,2
8877,4
8878,2
8879,5
8880,4
8881,2
8882,3
8883,6
8884,4
8885,5
8886,4
8887,5
8888,4
8889,4
8890,6
8891,2
8892,2
8893,6
8894,2
8895,5
8896,5
8897,2
8898,4
8899,2
8900,2
8901,5
8902,4
8903,1
8904,4
8905,4
8906,5
8907,2
8908,2
8909,6
8910,6
8911,2
8912,5
8913,6
8914,5
8915,3
8916,6
8917,4
8918,2
8919,5
8920,4
8921,4
8922,4
8923,4
8924,6
8925,3
8926,5
8927,4
8928,4
8929,4
8930,4
8931,2
8932,5
8933,2
8934,2
8935,4
8936,4
8937,6
8938,4
8939,2
8940,4
8941,2
8942,4
8943,6
8944,5
8945,4
8946,2
8947,4
8948,6
8949,4
8950,2
8951,2
8952,6
8953,3
8954,2
8955,2
8956,4
8957,2
8958,2
8959,2
8960,2
8961,2
8962,4
8963,6
8964,2
8965,2
8966,2
8967,6
8968,4
8969,3
8970,6
8971,2
8972,2
8973,4
8974,6
8975,2
8976,5
8977,5
8978,2
8979,4
8980,2
8981,2
8982,5
8983,5
8984,2
8985,6
8986,2
8987,2
8988,4
8989,2
8990,2
8991,6
8992,2
8993,2
8994,2
8995,6
8996,4
8997,3
8998,6
8999,5
9000,4
9001,5
9002,2
9003,4
9004,6
9005,4
9006,4
9007,2
9008,2
9009,5
9010,2
9011,3
9012,4
9013,5
9014,6
9015,4
9016,4
9017,4
9018,5
9019,4
9020,5
9021,4
9022,4
9023,5
9024,2
9025,4
9026,4
9027,6
9028,2
9029,5
9030,2
9031,3
9032,3
9033,5
9034,5
9035,5
9036,4
9037,2
9038,4
9039,4
9040,6
9041,5
9042,4
9043,2
9044,2
9045,2
9046,4
9047,5
9048,5
9049,2
9050,1
9051,4
9052,4
9053,2
9054,2
9055,2
9056,2
9057,5
9058,4
9059,2
9060,2
9061,2
9062,2
9063,4
9064,2
9065,3
9066,3
9067,3
9068,4
9069,2
9070,5
9071,5
9072,2
9073,5
9074,2
9075,4
9076,4
9077,4
9078,5
9079,2
9080,5
9081,3
9082,4
9083,2
9084,2
9085,3
9086,2
9087,5
9088,2
9089,6
9090,2
9091,2
9092,3
9093,5
9094,6
9095,6
9096,2
9097,2
9098,5
9099,4
9100,2
9101,2
9102,2
9103,2
9104,2
9105,4
9106,6
9107,5
9108,5
9109,2
9110,4
9111,4
9112,5
9113,2
9114,2
9115,3
9116,4
9117,4
9118,2
9119,6
9120,3
9121,6
9122,2
9123,2
9124,6
9125,2
9126,4
9127,6
9128,2
9129,2
9130,2
9131,2
9132,2
9133,5
9134,5
9135,4
9136,4
9137,2
9138,4
9139,4
9140,5
9141,4
9142,2
9143,4
9144,5
9145,2
9146,6
9147,6
9148,5
9149,4
9150,5
9151,2
9152,4
9153,2
9154,4
9155,4
9156,4
9157,2
9158,2
9159,4
9160,2
9161,2
9162,2
9163,2
9164,5
9165,4
9166,2
9167,5
9168,4
9169,5
9170,5
9171,5
9172,2
9173,5
9174,2
9175,4
9176,3
9177,4
9178,5
9179,1
9180,2
9181,2
9182,6
9183,5
9184,6
9185,5
9186,2
9187,1
9188,4
9189,2
9190,6
9191,4
9192,5
9193,2
9194,6
9195,2
9196,2
9197,5
9198,2
9199,6
9200,5
9201,4
9202,4
9203,2
9204,4
9205,4
9206,5
9207,4
9208,4
9209,4
9210,5
9211,5
9212,4
9213,2
9214,2
9215,4
9216,3
9217,2
9218,2
9219,5
9220,2
9221,2
9222,5
9223,3
9224,2
9225,4
9226,4
9227,4
9228,3
9229,2
9230,5
9231,2
9232,2
9233,2
9234,5
9235,4
9236,2
9237,2
9238,5
9239,6
9240,3
9241,1
9242,3
9243,4
9244,5
9245,6
9246,4
9247,2
9248,2
9249,4
9250,5
9251,2
9252,2
9253,4
9254,5
9255,6
9256,2
9257,3
9258,5
9259,2
9260,4
9261,3
9262,4
9263,2
9264,4
9265,5
9266,4
9267,2
9268,4
9269,2
9270,2
9271,2
9272,2
9273,4
9274,4
9275,2
9276,6
9277,5
9278,2
9279,2
9280,4
9281,2
9282,6
9283,4
9284,2
9285,3
9286,4
9287,3
9288,2
9289,4
9290,4
9291,2
9292,4
9293,2
9294,2
9295,4
9296,5
9297,2
9298,4
9299,2
9300,6
9301,2
9302,5
9303,4
9304,2
9305,2
9306,2
9307,5
9308,2
9309,5
9310,4
9311,2
9312,4
9313,5
9314,4
9315,6
9316,4
9317,4
9318,5
9319,2
9320,5
9321,2
9322,5
9323,5
9324,3
9325,5
9326,4
9327,4
9328,2
9329,5
9330,6
9331,2
9332,6
9333,4
9334,2
9335,2
9336,6
9337,5
9338,2
9339,4
9340,5
9341,2
9342,4
9343,2
9344,2
9345,2
9346,6
9347,6
9348,5
9349,5
9350,2
9351,3
9352,3
9353,4
9354,2
9355,4
9356,2
9357,5
9358,5
9359,5
9360,5
9361,2
9362,4
9363,6
9364,4
9365,2
9366,2
9367,2
9368,4
9369,3
9370,4
9371,2
9372,2
9373,2
9374,2
9375,6
9376,6
9377,2
9378,2
9379,4
9380,6
9381,2
9382,3
9383,2
9384,6
9385,6
9386,3
9387,6
9388,4
9389,2
9390,4
9391,5
9392,2
9393,2
9394,5
9395,5
9396,5
9397,1
9398,2
9399,6
9400,6
9401,4
9402,4
9403,6
9404,2
9405,1
9406,6
9407,5
9408,2
9409,5
9410,5
9411,6
9412,5
9413,4
9414,5
9415,5
9416,4
9417,1
9418,6
9419,6
9420,4
9421,6
9422,2
9423,2
9424,5
9425,6
9426,2
9427,4
9428,4
9429,5
9430,4
9431,2
9432,6
9433,2
9434,5
9435,2
9436,5
9437,2
9438,6
9439,2
9440,4
9441,4
9442,2
9443,4
9444,2
9445,4
9446,6
9447,6
9448,6
9449,5
9450,6
9451,5
9452,4
9453,6
9454,4
9455,3
9456,2
9457,6
9458,5
9459,6
9460,2
9461,4
9462,6
9463,2
9464,5
9465,5
9466,2
9467,4
9468,6
9469,4
9470,5
9471,2
9472,2
9473,2
9474,4
9475,2
9476,2
9477,3
9478,2
9479,2
9480,4
9481,6
9482,2
9483,6
9484,5
9485,4
9486,4
9487,4
9488,6
9489,5
9490,2
9491,2
9492,4
9493,6
9494,6
9495,4
9496,6
9497,2
9498,5
9499,2
9500,5
9501,6
9502,4
9503,2
9504,6
9505,2
9506,4
9507,4
9508,2
9509,2
9510,2
9511,6
9512,2
9513,4
9514,2
9515,3
9516,6
9517,6
9518,6
9519,6
9520,2
9521,4
9522,4
9523,2
9524,2
9525,4
9526,4
9527,2
9528,6
9529,5
9530,2
9531,6
9532,2
9533,6
9534,4
9535,3
9536,5
9537,2
9538,2
9539,2
9540,6
9541,5
9542,5
9543,2
9544,4
9545,4
9546,6
9547,2
9548,5
9549,2
9550,2
9551,5
9552,2
9553,2
9554,3
9555,2
9556,2
9557,4
9558,2
9559,4
9560,2
9561,3
9562,5
9563,4
9564,2
9565,4
9566,4
9567,4
9568,5
9569,1
9570,4
9571,2
9572,4
9573,2
9574,2
9575,2
9576,3
9577,4
9578,3
9579,4
9580,2
9581,3
9582,4
9583,1
9584,6
9585,6
9586,2
9587,2
9588,3
9589,6
9590,5
9591,4
9592,2
9593,2
9594,2
9595,4
9596,6
9597,2
9598,6
9599,2
9600,6
9601,4
9602,4
9603,4
9604,5
9605,2
9606,4
9607,2
9608,2
9609,6
9610,2
9611,2
9612,2
9613,3
9614,3
9615,5
9616,2
9617,2
9618,4
9619,1
9620,5
9621,2
9622,5
9623,6
9624,2
9625,2
9626,2
9627,2
9628,6
9629,2
9630,2
9631,2
9632,6
9633,3
9634,2
9635,4
9636,3
9637,4
9638,5
9639,4
9640,2
9641,2
9642,2
9643,2
9644,5
9645,5
9646,5
9647,4
9648,4
9649,2
9650,5
9651,2
9652,5
9653,5
9654,2
9655,2
9656,6
9657,2
9658,6
9659,4
9660,2
9661,4
9662,5
9663,2
9664,4
9665,5
9666,6
9667,5
9668,4
9669,5
9670,6
9671,4
9672,6
9673,2
9674,2
9675,2
9676,5
9677,6
9678,4
9679,4
9680,6
9681,4
9682,2
9683,6
9684,2
9685,2
9686,4
9687,4
9688,5
9689,4
9690,6
9691,2
9692,4
9693,2
9694,3
9695,2
9696,6
9697,6
9698,4
9699,4
9700,5
9701,5
9702,5
9703,5
9704,5
9705,4
9706,4
9707,5
9708,4
9709,2
9710,6
9711,4
9712,2
9713,4
9714,2
9715,6
9716,2
9717,2
9718,4
9719,2
9720,4
9721,2
9722,2
9723,2
9724,2
9725,6
9726,2
9727,5
9728,2
9729,2
9730,4
9731,4
9732,2
9733,5
9734,2
9735,6
9736,2
9737,2
9738,2
9739,2
9740,6
9741,2
9742,5
9743,2
9744,2
9745,4
9746,5
9747,5
9748,3
9749,6
9750,2
9751,4
9752,3
9753,1
9754,3
9755,2
9756,4
9757,6
9758,2
9759,5
9760,4
9761,6
9762,6
9763,3
9764,6
9765,4
9766,4
9767,4
9768,2
9769,2
9770,2
9771,2
9772,2
9773,2
9774,6
9775,2
9776,2
9777,6
9778,2
9779,5
9780,6
9781,4
9782,2
9783,4
9784,2
9785,6
9786,2
9787,5
9788,4
9789,5
9790,4
9791,2
9792,4
9793,2
9794,5
9795,5
9796,4
9797,5
9798,6
9799,5
9800,5
9801,6
9802,4
9803,3
9804,2
9805,2
9806,2
9807,4
9808,2
9809,5
9810,5
9811,5
9812,2
9813,2
9814,2
9815,4
9816,2
9817,2
9818,3
9819,5
9820,3
9821,2
9822,2
9823,2
9824,4
9825,2
9826,3
9827,4
9828,4
9829,2
9830,5
9831,5
9832,3
9833,6
9834,4
9835,4
9836,2
9837,4
9838,5
9839,4
9840,6
9841,6
9842,6
9843,2
9844,5
9845,2
9846,5
9847,4
9848,3
9849,5
9850,4
9851,6
9852,4
9853,4
9854,5
9855,4
9856,4
9857,5
9858,6
9859,2
9860,6
9861,4
9862,5
9863,2
9864,5
9865,4
9866,2
9867,2
9868,2
9869,5
9870,5
9871,3
9872,4
9873,2
9874,5
9875,5
9876,6
9877,4
9878,6
9879,5
9880,2
9881,5
9882,2
9883,2
9884,5
9885,2
9886,2
9887,4
9888,5
9889,2
9890,2
9891,5
9892,4
9893,2
9894,2
9895,2
9896,5
9897,2
9898,6
9899,2
9900,4
9901,4
9902,5
9903,5
9904,5
9905,5
9906,4
9907,5
9908,5
9909,2
9910,2
9911,6
9912,4
9913,4
9914,2
9915,5
9916,4
9917,5
9918,5
9919,2
9920,5
9921,2
9922,2
9923,3
9924,2
9925,3
9926,2
9927,5
9928,4
9929,2
9930,2
9931,2
9932,6
9933,2
9934,4
9935,5
9936,6
9937,2
9938,2
9939,2
9940,3
9941,3
9942,6
9943,5
9944,4
9945,2
9946,4
9947,6
9948,2
9949,4
9950,4
9951,2
9952,2
9953,1
9954,2
9955,2
9956,4
9957,6
9958,4
9959,5
9960,2
9961,2
9962,4
9963,2
9964,2
9965,2
9966,5
9967,2
9968,2
9969,2
9970,5
9971,4
9972,2
9973,4
9974,2
9975,4
9976,4
9977,4
9978,6
9979,4
9980,2
9981,4
9982,1
9983,4
9984,6
9985,3
9986,2
9987,5
9988,2
9989,2
9990,4
9991,4
9992,2
9993,5
9994,4
9995,4
9996,2
9997,4
